oJZq1JmKalXXjqWRKfIjwA,Sushi Bars,4,413
0dQ0z5qAqg9CmMmbEDs7rg,Indian,2,15
ylXJn53D2FLrIV0yOLHawQ,Sri Lankan,4,9
IO9mQ3xkj8W3cv542rt0hg,French,3,132
7VciT24JTq32X7BNLO7EJQ,Asian Fusion,4,13
fAPkN79fe7Gjq7A6fj6s9Q,French,4,77
ry7XCoXXxS0DxRmzZLFybw,Bars,4,47
7tJq-a_K-yKOWSqyXVOlFg,Trinidadian,4,116
aPThNhqjq5rfN9c8ykcarA,Noodles,3,14
EVZeqLPpfXrygmgamjD5_w,Sushi Bars,4,34
hq09sqXaYiEogbTrrJ9X5g,Italian,4,94
AlfkFxfD-cUBGA3Eq3j0Uw,Indian,4,249
HjUwZOlok1TabhS4S1ya2w,Noodles,4,106
hWkbadE0u-Eiqg9SAm176Q,Chinese,3,56
FdCQmAHzhbHuaP5lcsYs6w,Japanese,4,42
dDXtga5Kgo5B1twdezcZJA,Chinese,3,322
wo7-TKh4B37RTBjPNtkp7w,Szechuan,3,65
UFRW4RurzgXnn3eeZXLjJQ,Indian,3,3
Gb79W0yuQfJvu0V0SDC0Ag,Japanese,4,277
c1HgKFOT4Cc7TqWQD5mQBQ,Food Stands,4,63
ItocvsIyniVxMARBkHZaoA,Indian,4,37
ATrDmKiZ-YrAcG3hR7LLgg,Indian,3,101
1rjxNwYpg0orCcZi0ku9Nw,Sushi Bars,4,360
trkn76h8vQeB8kCUgHJyuw,Indian,3,8
kNOr6_g6QfBHdhf89j3g5w,Taiwanese,4,384
15R8rx9SHKNVYBwgAuTyGA,Sushi Bars,4,148
yMl8P4RIUWeGDaKZu9iEzA,Brasseries,3,29
H87c1gVVCKneyI0LxaDFxQ,Chinese,5,5
0Q3xCYWK2N-wJfXjLa9dFg,Modern European,4,349
aczqK-esIyqhyk7QLqcc1A,Indian,3,242
3eBV6HwWcdHzJW3sUH-2hw,Ramen,3,23
c0wVqxD-_hvvS6d98t5pQw,French,5,1
vnf1WSV7dTmOeOkIJ46hiw,Indian,3,46
JvV8sTgUX6abRQPzb3hLgg,Indian,3,107
iPc-zPgcpgeSo76xl5Jbpw,Korean,4,366
pL6cM2TPwvXqeGTrg7yN4Q,Italian,3,302
pySuU21NBcNpM0mr3_bggg,Indian,3,179
nBoOm-TAhRvbcDkHfKOwGg,Indian,3,101
K_s7EXV9Ly5jlxyNZ39QDg,Indian,3,23
bOHWY14f1u8rR1t2ggmbYw,Bars,4,395
yqKzYJHASzNlytsMUmyAsw,Indian,3,30
9v-JAffC6qw8Xp67BICByQ,Hot Pot,3,413
7UJRw4Klt5yfE7q9vznEHA,Afghan,4,157
kQMXY2fshQFGdP8lwDMM6g,Indian,4,173
jlH66jTIZUwX5MT1D-lhvg,Pakistani,4,31
UOaXJyVrr9l1XO7lGaT-bQ,Indian,4,51
eoz2NahxyivVRs8Ll9Ljjg,Wine Bars,4,206
iiwV70LVeKi9_ZTlCFhfZg,Indian,2,5
DLnn2qw-KJAmazB-hMmSEw,American (Traditional),4,144
uDWRGAtDW1z7lWpRCfuXAg,Bakeries,3,366
B6bEkY9sJ_GU2pD2Rwb4gg,Mexican,3,431
o21M4dKM4KQbzGVrlq_3Iw,Indian,3,140
TB9jN3Fe-JHjyjYWmIQ_EA,Indian,4,1
croh2zWlbPyCQTNS11klcg,Szechuan,4,132
xGoSAOhQBNdJMJmPn7CMDQ,Mexican,3,419
tCuPhpmf1PaYe5dmwdq8Ew,Mexican,4,109
xOL2SC34gdhKHSbyaDz9BA,Chinese,3,148
QJTLAOMNvhV1_jPfcQ_qPw,Sushi Bars,3,155
eob2iJPiR7-r2w4he0Tuig,Delis,3,199
i9EgpwRQVS8kEcgbyEzOeQ,Indian,2,4
9OUXhF3r1CVF8jahUanMbg,Mexican,3,349
F3mRjSCTKlA1qj7OiRikiQ,Indian,2,2
f_qqR6Lvv4zjthcfI_jRlQ,Bakeries,3,101
Bwj7nzWphGV6FaZ_ygTSOg,Chinese,3,135
1TLoaB7SXJZo3W5f4OGm8w,Indian,4,294
zv0mrfqDWW6o3-rX0U7_Sw,Indian,3,11
pwarWuPn7Aw_il-epzJEgg,Ethiopian,3,302
KSleHGTG1yL1E7OEFFPoNQ,Szechuan,4,67
jW22gmsZjh5hFJsC1qUDOA,Wine Bars,4,342
rPKXTHDgtGI4XEo2HuVpow,Australian,5,39
8uiUqUJhtszw_vdwRYh5_A,Modern European,4,66
zSCp9pjEQ_M3LBuPRDo-Bg,Indian,4,287
zoecS39PRpV9HhT1QYXQLQ,Wine Bars,4,70
MeyBDyi-wxPm9ytY9Npalw,Indian,4,1
EPHhPGDFvnq2ARTBxAikuw,Indian,3,496
mVaslo987DCd3YC_0FtWxA,Mexican,3,421
et9pAFtSvNOct9Qcmtcf7g,Japanese,4,176
-u9yPjmvZilrXYM8JlKG6w,Sushi Bars,3,51
ipv4lBvbfVzCnSahqrJckQ,Szechuan,4,284
U3hvDT5CtQrnpg2zhJg3mQ,Halal,3,172
ptWTdgSzSpH-0LD24QIH-w,Asian Fusion,3,34
Je2MuObgrne2wSKhD5MZ0w,Japanese,4,194
5_9jnbe_izc3l9tbG_QdvA,Southern,5,4
iSiOfm9CdUhbS0eDHPHUNA,Indian,3,69
lw4ZMgn-QBh_5W1ipNHjaw,French,3,67
7_NCS8bQ8UA_nEANIWm-hQ,Halal,2,42
ir1jLDagZiMaHo7My4oUDg,Mexican,3,328
xR2Yeb_Nh0MOAiUIaqaVOg,Wine Bars,4,322
JtmzTnEDpS03tMytXOPUQw,Halal,4,38
M85t-iOAbMpO9mVIKAgwMw,American (New),4,128
zi4fUgOwwGB5PYR2xq0OCQ,Indian,4,246
rSY3MyWqpuy3dNuUN4zQ_g,French,4,406
YY-qRDgWpHM4Rf7PZ2zwmw,Noodles,4,55
sR-KTsDa4vafaDak9Ik2sQ,Chinese,3,245
NInbW8FuHAFwz354Ebm4VA,Salad,3,79
cpfBJVV-5Jo5w2KcbOBtVQ,French,3,453
sQw7aEos_0FmO0UFtrJokg,Chinese,4,2
P5mFtOSiQmplOj0yVP13PQ,Indian,3,375
6kCo3xb87Sc3Aa5ZSWzNnw,Ramen,3,328
bAPDGHHaLZs-XEFk7ZXGVA,Vietnamese,3,171
ix1GGoQL_n2OGhMoMW2mzA,Indian,2,1
CyIf24YrOuiikkYVnHjoog,Lebanese,4,132
pf_84vrm2-Ir0mVwzK8VNw,Indian,3,89
k4ds_s6y8S46WzVIolypLQ,Wine Bars,4,116
479rycCXZojMT9S0cl8Oxg,Japanese,4,133
npiIhpcWePbVT3JYEcy3zg,Indonesian,4,55
PGeL1b4xNJggpZsHEGoxjg,Chinese,3,368
T1bgtJcjtc-6xykWqBRfUw,Ramen,4,379
EZo6MdrZ_EH_MzUl93xkyA,Chinese,4,130
AEkpyAGcVe5NgH2Nb7fCNQ,Chinese,3,198
eT39RKlQ8i5Z4ml0ZwUK-Q,Wine Bars,5,69
BxnrBKdLwdaEXyq97uxgKg,Latin American,4,315
OkiPb6gNNRmcbB4zIIMx0g,Wine Bars,4,39
l_RAv09V67j-Hm9dyZxWhw,Japanese,4,380
wDuf4Qz9qsC62amLZgWNJQ,Shanghainese,4,286
XBZkwp9lNsZfjD3ejBE7Yw,Halal,5,1
-Exv1AEsaKU6Cdb2TO_ZUg,Sushi Bars,4,78
_ZxbRvQDWD3uVu3o9df82A,Indian,5,1
T-oHllUXvyGBvhn3id5Vwg,Sri Lankan,4,109
XF9MChLaOvtaFV-bReLBqQ,Thai,2,101
HwvG1FXbVunyHOZCYZSblA,Halal,4,3
85TC7GGcL5HYKdteMXWyOQ,Persian/Iranian,2,130
V9jFJfuK3FzWCJGoY15EgQ,Mexican,4,205
7rxg-tWPc1jK7Cikn5R86g,Japanese,4,482
ynIx549QFj29o84y1RSGyw,Cafes,4,417
LRyA5LakzQpv1t6pX-AcGg,Japanese,3,122
9lKYC8qs6owmBazkVR5XDA,Indian,3,307
TdUhTJ7hCt0uANqHIcltOA,French,4,307
3Rah-cvFk79duFQ83voQ5A,Hot Pot,4,447
8nXo6lNJlXQQIdy8Kf7J9Q,Mediterranean,4,339
s25mujxKWphsyFm0Ji1xYA,Chinese,3,328
_G6lH3rUyhyIxXHyQWFlag,Bakeries,4,367
Pm9g4v6bpq9_OEigK0jHYA,Cuban,3,7
UnFe6mLcCdHVyyDxnIBkAA,Indian,4,90
fv2mCAA4VtJxrwke3TH1cw,Indian,4,68
BGxPQKWgcNcFgn0sb9msLA,Sushi Bars,2,6
eFS3e9ctodj4aBTzRv_vtQ,Steakhouses,4,243
rJeh77RIvtmISisvVoy6TA,Chinese,3,133
xVduej7-JiPrZzsFXIkIDw,Chinese,5,4
qfeCYi9MMD6I7jQLFqngPg,French,3,149
uVRau5cd-OpqWIA-qsCiJA,Indian,4,73
Dqp5Itsj9dN0Ewz8Gm853g,Chinese,4,20
lAwfazjM5ot64O4A6EAjjQ,French,5,20
HJIw5_NDZXLuORi1NGDBOA,Sushi Bars,4,21
OCBvpZwdnTh5rL9vtCkwhw,Indian,4,52
mKPyAUJkJlr_1TNTSSoVMQ,Seafood,3,3
8wYaKJvVrRUaOwqVrVw-jQ,Indian,3,3
5KDfEi17KRFD1TrzZyT4lQ,Chinese,3,26
yDStP6k9r9CS0bcwSNbIyw,French,4,182
O4fJTI3e11PsKwIOYGZkag,Salad,3,204
UNyGz06_7RendbswIyNYtA,Chinese,3,149
sNeefaiRztDQ10B4QzUi3g,Tapas/Small Plates,4,63
hAmf5Tfs0OhllZHAmO-12g,French,4,363
3fBiB3slTfBpmf39vD7sJw,Chinese,3,73
ckA5dhV4ve-QZXUBFI6TUA,French,4,304
KxyH5zvTyXawl17lHjA4SQ,Vegan,4,350
HGNqWrRYJNyhJSS8yia8HQ,Indian,3,336
s-qYd8oF3l3iTDNBi4rrcw,Bakeries,4,32
EGUPGM2TuwMMFi3vifYEVA,Vegetarian,4,113
RQojRzAYA9Cq87PqwQq5yg,French,4,140
xc5jT9-87-MOyom3d1DWRQ,American (New),3,2
ipQHf7XmZwXFr_aWHrjIrw,Chinese,3,50
6nnhmOgTeI6QmQS1LhMD9Q,French,4,132
Yv3MrJfVG3pQJIQbOTxHLA,Portuguese,4,103
fmrtc7AsD7GS3BAfJ8QQHQ,American (New),4,134
ZKgZclCogcbI1_Tuw22Kgw,Wine Bars,4,116
XBWO26QblInZGftnSDD94A,Bakeries,4,227
gcEMZjjqy5Ucnv_5Pv-q1g,Noodles,4,230
CN-ZjeSCht_lOcEsuVSfgA,Indian,3,208
AlI7c_m9flexz49nzgam2g,Chinese,4,5
3Qpi419I29t3sCHMzC_h-g,Thai,3,76
kuSkLiSq9gHuytBBOOYeeQ,French,3,111
ogEtpbCgxv38PyB3ebivqQ,Indian,4,362
cDHOpwHBY32eUNfanjj7Lg,Chinese,4,8
zzZ366NuT7PCfVuPAySnaw,Pool Halls,4,13
gxEYxWqKVhs8xBw9Lvd7hA,Chinese,3,51
00J0yKkOuOxMhqt-Dg9daw,Chinese,3,52
IPhWpqIuAiEerKlLS82RpQ,Sushi Bars,4,26
DQuwci5xgJxXx7dxxp9FBA,Mexican,4,384
l1nX-f46dmOEmYPoiuLSaw,Chinese,3,406
xMtNlXP6JlI08GwKOYSPTg,Salad,4,2
oL3NzwNMn-e02cxGwvsPcw,Indian,4,1
9j5r0NlYKRkBTVvnAcUcwg,Chinese,3,62
m1cJLpDN4B-_0hGgPfe5OA,Japanese,4,344
ZLOu3e4bQm6sXplI3b_94A,Halal,2,12
yKQZqmCbk3EkGC5ajHgEGg,Indian,4,477
K9t9xqhbLIePem5Okb3J9Q,Indian,4,25
PAJdNrD4HFBN16OAFeDx4A,Mexican,4,476
oB2cpcZNyjDklNqZN0n8hg,Sushi Bars,4,139
WgQkB7cbPNgj0pLin7gQtw,Chinese,3,82
QvQilClGyuKFz08TBsoJNA,French,3,467
dskDbpvA0hI_7RjtoL6IKA,Sushi Bars,4,29
AfiSqDmx7Q3qLLgAvhHSRQ,Wine Bars,3,133
6tASYtO9zOrXr8-LPnAToQ,Szechuan,4,478
FvnExtQHPfz_crDCBTQ1iQ,Indian,4,284
g-q-kRxdn2zh2oWOY-jKTQ,Wine Bars,4,163
upaVTWhLsxcu1HXqN8iHVQ,Vegan,4,216
aaVV388ojMgIayC3cVIEVg,Indian,4,188
qm1J_dPA5IHij1oAnoZwHw,Tapas/Small Plates,4,294
8NDTQb7JLHd4r0yDmpzjUA,Sushi Bars,4,358
QFjyGK3DtTGJ9-g8E7ofCw,Halal,3,14
khZwIk7s0AqTk0jy0WPvkw,Indian,3,71
Lp8vAE5nHSt5zbu-lSGK8A,Chinese,4,280
1-o-uoVSaeUcorTYmHc6bw,Noodles,3,23
Ez1WypSZf-X-5vlTxeR0mA,Indian,4,21
oSpBTTBYy_sWDXiZF5CSdg,Delis,3,455
5agbggvhHI_juAZRfCqtZw,Japanese,4,224
ULDVJYTT-47RqbLtlR_FUA,Japanese,4,261
tDzTFko0plObIUPwRc31-Q,French,5,48
FFwDFLVBTQvuacl4l1ODew,American (New),4,266
0s8rxDQhglhh28BLz-80qw,Indian,5,3
RffIwNrMmEf5auDVP1eURA,Taiwanese,3,113
1ubEg-rrSE8IWXl6lJzIGw,Thai,4,476
eTzH9lmkmouNlmuJ77i8Ow,Indian,4,44
DTxsUnrcAQO-OXwwypPZjQ,Indian,3,195
dOxHYQmBR14Fa2C1X8oMMQ,Sushi Bars,4,72
XfHgiIsoo1Pr_v04bx9ptg,Sushi Bars,4,135
lhfgFU9cQIquGaLpSi4r6g,Indian,3,8
bHJWjEg_sGjrlSHIOX6Mqg,Mexican,3,430
NqnCmOlPIJ_QBQzvZ28djA,Indian,3,404
I8X2NYRYHdWrGrxIHZFJ5A,Halal,2,227
1htK0vS5FAHaXXtpAQperQ,Pizza,4,249
kxv4jD_qXRPVrV0oPR7isQ,Szechuan,4,54
gMgnrr8dJzJJLVH1IbFUZw,Grocery,4,30
EF4M55USa1ZNy1rP5Kuk2w,French,4,346
IYlO-XRwjZlUl0yoKY87cA,Japanese,4,179
Y-tMUjIn4vfihZC4r4NUSA,Mediterranean,4,240
8SehQovJOuQDLbtzLLYLyw,American (Traditional),4,134
MmXZLVwWcYugi_TXSHmjeQ,Sushi Bars,4,349
mOP2_wjgUMqELKDL1Y-U-A,Chinese,3,428
iXiscwXT1CVu1lZZkYuOKA,Chinese,4,65
LpQIn07liSugCw3IIQNyvA,Indian,2,4
ZlNDeVv6UJ1cGzcSoypVOA,Japanese,4,95
y-y2rMiSf5alNXMJTpTuDg,Indian,3,145
3OT1deSiIYhrcXWJ1sD3wA,Cafes,4,35
PnGSE8JGbMZKtdHi9go7Kg,American (New),4,404
BNdEbtO1rjCulgqK3zDnyQ,Indian,3,152
WRRs3smfm6rHP5k4Slzr3w,Chinese,3,144
WS0ipFMNDJDy_MOylP-JGw,French,3,375
LqL-SEhj2m19dWBz0q-vqA,Chinese,3,50
5IGFJRN06HiclnivxaFThQ,Spanish,4,160
1A3m0-dOhF2PKRU_8S2YYQ,French,4,74
4Kv4EVmrQ8TdlSD7MW0wHg,Indian,3,170
eyjeP9CJZ_gYgeJFP_vtpQ,Japanese,4,80
ndd1BQLqFINytM4kbkCjgQ,French,4,346
tyyqm0ftkoKQxednWNh0Tg,Sushi Bars,5,11
FvyhJRPCth2_1pmXlBbTGA,Vegan,4,216
o2z5T8jD7p3kauFwjt_WNw,Chinese,4,30
GVaTZnN7a-DkrK57l7BbGw,Indian,4,63
3rZwXDjkyDLAHNSdPUI5WA,Bangladeshi,5,174
QK4oWeb8EItwV5U3YH_R8Q,Indian,3,114
qbEuBOWUXO2s-C28xJ0tOQ,Modern European,4,104
XO6IbZn2oxonPrfcXHK4HA,Mexican,4,182
98SsKXNs37ohAQERZbBPJg,Chinese,3,58
HUEj_yVB1E2mNNxW5PqUtQ,French,4,114
iYh7mB7PDd5ZvZZ4lFPF1w,Indian,4,93
e8EW89rpbE1G2Ev41yypTg,Tapas/Small Plates,4,107
A8zppFZvBDGUKRSUrzJWMg,French,4,456
CNbY3C2vZ2ZYNunXq-EmNQ,New Mexican Cuisine,4,20
s6SN6MZX6Ns6lsPVv5tMoA,Kosher,4,9
UiBQ8Uyu4wfOtEM1Rr8ycA,Shanghainese,4,453
til9hZedX5st86EamUudMA,Desserts,3,146
zDiKwE9LPwWo9k2kdwMEZw,Indian,3,227
e_Ee9lzCrTTjghDepvbM9Q,Indian,2,1
1-7C5Kv8B8PiIbfL3_uHlw,Japanese,3,344
8dVc3lg1fQn0hYoc6crDcw,Indian,4,36
5RjZCsXuWPclyrDsnsXw7w,Chinese,4,166
fa5a7jksUak7yleWLWMigg,Hong Kong Style Cafe,4,91
8s5d0nkoNMgu9Oe066q_lg,Middle Eastern,3,97
fKsGFEKMD0e39B7SW-G8xw,Halal,4,8
MHuhN-URZQ22Anrpu6juhg,Afghan,4,99
yoGoH-1kDWMrQBI95ITo4A,Japanese,4,105
i6RhqnCJ_oUfTu5LikGXUg,Chinese,4,140
PdzL9svqapSqH4o8bF86Pw,Indian,4,373
2iwT3iutZvmqzmu7oOkWFw,Mexican,3,480
zXuwcp_d3h6fVa9CarmWzw,French,3,233
e4YHihk1HFJ1EB7oD7dKDw,French,3,117
9heTBCW1DDAKyO0GrY3Nxw,Indian,4,144
n1xpGOPa7XRq4or7QLjzHw,Teppanyaki,4,225
yb9o5T88FPUXYOzxyXlUcw,Indian,4,226
hEAjOVFwuECTNASaeSrfMQ,Chinese,5,1
2UxAkvKkkWNwqZi9H0OzWw,Chinese,5,132
gsZUN1Vtpd3P7rdvANbrmg,Indian,4,160
2pnhIRBUw58PpN8CQEYiZA,Chinese,3,58
a93NwZxjkPQydJxR42oPyg,Szechuan,4,44
ePVlFbTzdVQFWie__kdplg,Chinese,3,382
TExzWoDwkeNYiDBgUiKi5A,Modern European,4,233
uipFunIVqRWwopfEvrscyQ,Mexican,3,383
6lHhC-WND3Vs2DhTnDtgjQ,Indian,5,11
yDS7SUTAe6y3BYKdepIrbg,Asian Fusion,3,169
tzqQfzjVhmrhX0DypHOfOw,Malaysian,4,39
3V20VbC45XL4TBYTL9DrOg,American (New),4,176
6hw4ibsutVoMl_RK0aAJ7Q,American (New),4,155
yx8cpBwPttpdBvm4V1EawQ,Indian,3,176
VQ5YGa4L4AT3ugF61hM9qQ,Street Vendors,4,19
w0pDi_iMZd5MqYQ7t5q1dQ,Chinese,3,49
DY2wlHlgC5eHITs-d5rT4w,Mexican,4,57
Rta-_ALLo7g9xTUi23pmRw,Indian,3,114
hfCU-GH8GP6vjAknXUyhKQ,Indian,4,66
F3dTT21cnXG3dB9vGQe9MQ,Indian,4,1
tbyq3mdNFQrZPIuRmO0bQw,New Mexican Cuisine,4,1
vkgl6UT8e7PXoVZUhxXq8w,Chinese,3,39
NMCUMp39CPenji-UbFnuCA,French,4,146
KfHwEsirvgNwqqSSIZ4Kdg,Wine Bars,4,75
e0HGXP2YlFtpgF6hy9dVdA,Indian,3,88
_Hig4rf_SEAhq13eBdJ4CQ,Indian,3,329
jYhbUh1TV7SCfPxjIhVpcg,Gastropubs,4,446
j7fFfjr8rIqXjfEJ4FUs2g,Indian,2,4
mYu2soE6QEUYvIth0KL9HQ,Indian,3,42
7j6CGUCw93gEsYqSetCstw,Japanese,4,350
jG3XHl8Bkw5KEwAI93ciVw,Indian,3,466
JCewNUA2d-CHcVwz8ZbqlA,Kebab,4,220
zOTRYxeyHl1vRMyDkzGqog,French,3,97
ddFY9PpygYagv7-jVduB2Q,Tapas Bars,4,45
DNSFvZtdsqkaidmFSpm-Jw,Japanese,4,216
CflDIalFPdd7U3-fcq4Lkg,Himalayan/Nepalese,4,23
zb78ua-FlfFRj8v082giBw,Chinese,3,110
Ahx8GsuAGUl8TgqCWP7uXw,Mexican,3,210
YE4pvo8ectzEaRYGqUgFcA,Wine Bars,3,280
0nPCpOj_okwdhrNcSL-Ztw,Indian,2,5
PEEw2ip9VrmiMBP4b6op_g,Vegetarian,4,162
GzY2EjCmGNgvRd7IE20fTA,Asian Fusion,3,202
ZkpKRf_AenlKegg2-NSA3g,Indian,3,215
XDboe1zVxSRRMgHObYULSA,Chinese,4,1
g2uaHoIX1e1Y2E63t6DLrg,Mexican,3,279
oyxtaqfFZkP_vC0M6GfkbA,French,4,259
V69n3YrAs59GenGB2jLVrA,French,3,254
vAxm4dekBCfaRNoBYbx6OQ,Japanese,3,482
tP7RR_9k9sDI2qGLlaaNNg,Italian,4,142
oowNI_aUmGEFa_VW8BFgRg,Shanghainese,4,277
GbBmq42FMVX5dOteBm9mvw,Indian,4,1
6i4PFQw19NJJc7GL2IkFLA,Caribbean,4,4
5tWpAFpF618KJxBhHJzF7g,Hong Kong Style Cafe,4,58
IbB_7AxWQtDFW1iKnoD1Ug,Pakistani,4,284
